,time,BlkCnt,DiffMean,FeeMeanUSD,FlowInExUSD,HashRate,NDF,PriceUSD,ROI30d
1469,-0.7470475,-1.2571428571428571,7.554031886588363e-08,0.00019131520111169488,2.378766266729675e-05,5.4244191485855336e-08,0.412470394908,14.2276211227352,0.13213272589523953
1470,-0.74637717,-1.0666666666666667,7.554031886588363e-08,0.00018177441882165907,1.3068367359579133e-05,5.6562319327131363e-08,0.412394516472,14.2142856560491,0.10649639694466963
1471,-0.74570686,-0.6476190476190476,7.554031886588363e-08,0.0001851793483477058,1.9244353615892482e-05,6.166220057793827e-08,0.410729779538,14.1607882670953,0.1329341267513595
1472,-0.7450366,0.26666666666666666,7.554031886588363e-08,0.00018690271994431659,2.0275332388880934e-05,7.278921421606235e-08,0.41118410684,14.3179703202805,0.19061454556294238
1473,-0.7443663,-1.1047619047619048,7.554031886588363e-08,0.00017190235242924657,2.932784032494752e-05,5.6098693758876216e-08,0.411988765178,14.3136377516072,0.2428512197627018
1474,-0.743696,-0.7238095238095238,7.554031886588363e-08,0.00018731370995513064,2.359145704090437e-05,6.073494944142797e-08,0.411688017226,14.7078140479252,0.3467507987495003
1475,-0.74302566,-1.4857142857142858,7.554031886588363e-08,0.00020277148548190283,4.0702531347693916e-05,5.146243807632446e-08,0.415220350164,15.598599739626,0.5880276728640403
1476,-0.7423554,-1.1047619047619048,7.554031886588363e-08,0.00019533701965218132,3.672139138422846e-05,5.6098693758876216e-08,0.415312362443,15.7157911239042,0.5389001099185637
1477,-0.7416851,0.1523809523809524,7.554031886588363e-08,0.00029600189740742116,1.3867591720762147e-05,7.139833751129691e-08,0.415405053323,15.5881263997662,0.4978434532440516
1478,-0.7410148,-0.7619047619047619,7.554031886588363e-08,0.0002003044382393952,2.524569450432011e-05,6.027132387317281e-08,0.416219004502,15.7195921373466,0.5719965865150904
1479,-0.74034446,-0.6857142857142857,7.554031886588363e-08,0.00020316680721702324,5.668936519563587e-05,6.119857500968312e-08,0.416784263211,16.7810195207481,0.8407189099470068
1480,-0.7396742,-0.22857142857142856,7.554031886588363e-08,0.0002305299716069195,4.370948445562727e-05,6.676208182874516e-08,0.414144804503,17.3001788386908,1.0077139760987863
1481,-0.7390039,-0.9142857142857143,7.383086919150012e-08,0.0002616596651687403,3.838776144200093e-05,5.7094870380430695e-08,0.4156553683,17.5363954228521,1.0317706557428807
1482,-0.7383336,0.22857142857142856,6.901332920005577e-08,0.00026626299673553766,6.228342668034806e-05,6.607636470003353e-08,0.415508033651,16.90108607218,0.8907551257921325
1483,-0.73766327,-0.49523809523809526,6.901332920005577e-08,0.0002427758674074091,3.7709671200747435e-05,5.802860233272162e-08,0.4178498569,17.4072020292227,0.9899587249675675
1484,-0.736993,0.22857142857142856,6.901332920005577e-08,0.0002635571212872124,1.4822454721732004e-05,6.607636470003353e-08,0.418438817322,17.5536291760608,1.0451824986991465
1485,-0.7363227,0.0380952380952381,6.901332920005577e-08,0.00025326600858605703,2.0729673384809896e-05,6.395853249810917e-08,0.418889427411,17.8646280148217,1.1050352993233687
1486,-0.7356524,-0.11428571428571428,6.901332920005577e-08,0.0002581177101697596,3.339529665173328e-05,6.226426673657006e-08,0.419307532889,18.7942648743425,1.3683239229692585
1487,-0.7349821,0.3047619047619048,6.901332920005577e-08,0.0003089231703905758,5.86375571567943e-05,6.692349758080323e-08,0.419440982295,19.5147141861484,1.5249459050811651
